EDO,CARRETERA,TRAMO,RAMAL,TIPO DE RED,RUTA,CUERPOS,CARRILES,ORIGEN,DESTINO,km INICIAL,km FINAL,EFECTIVA,2 CARRILES,3 CARRILES,4 CARRILES,MAS DE 4 CARRILES,EQUIVALENTE,OBSERVACIONES
MICH,JIQUILPAN - COLIMA,JIQUILPAN - L÷M. EDOS. MICH./JAL.,,B,110,2,4,,,0,1.1,,,,,,,Entr. Mpio. Jiquilpan el 12/Jun/07
MICH,JIQUILPAN - COLIMA,JIQUILPAN - L÷M. EDOS. MICH./JAL.,,B,110,1,2,,,1.1,4,,,,,,,
MICH,JIQUILPAN - COLIMA,JIQUILPAN - L÷M. EDOS. MICH./JAL.,,B,110,1,2,,,4,41,37,37,,,,37,
MICH,JIQUILPAN - COLIMA,El Sabino,,,,,,,,,,,,,,,,Tramo entregado (1.60 km)
MICH,SAN JUAN DEL R÷O - ACµMBARO,L÷M. EDOS. QRO./MICH.-L÷M. EDOS. MICH./GTO.,,S,120,1,2,,,39.2,55.8,16.6,16.6,,,,,LO ATIENDE QUERêTARO
MICH,ACµMBARO - MORELIA,L÷M. EDOS. GTO./MICH.-ENTR. SAN JOSE,,S,120,1,2,,,15.08,64.1,49.02,49.02,,,,49.02,
MICH,ACµMBARO - MORELIA,L÷M. EDOS. GTO./MICH.-ENTR. SAN JOSE,Total,,,,,,,,,49.02,,,,,49.02,
MICH,ACµMBARO - MORELIA,L÷M. EDOS. GTO./MICH.-ENTR. SAN JOSE,Aeropuerto Viejo de Morelia,S,120,1,2,,,0,0.9,,,,,,,Ent. Mpio. Morelia
MICH,ACµMBARO - MORELIA,L÷M. EDOS. GTO./MICH.-ENTR. SAN JOSE,Ramal a Arar¢,,,,,,,,,,,,,,,Tramo entregado (4.00 km)
MICH,MORELIA - TEPALCATEPEC,QUIROGA - PµTZCUARO,,S,120,1,2,,,0,6.2,6.2,6.2,,,,6.2,
MICH,MORELIA - TEPALCATEPEC,PASO POR TZINTZUNTZAN,,S,120,2,4,,,6.2,8,1.8,,,1.8,,3.6,
MICH,MORELIA - TEPALCATEPEC,PASO POR TZINTZUNTZAN,,S,120,1,2,,,8,24.1,16.1,16.1,,,,16.1,
MICH,MORELIA - TEPALCATEPEC,Paso por Tzurumutaro,,,,,,,,,,,,,,,,Tramo entregado (0.90 km)
MICH,MORELIA - TEPALCATEPEC,Embarcadero de Tzintzuntzan,,,,,,,,0,0.4,,,,,,,Entr. Gob. del Edo. el 16/May/95
MICH,MORELIA - TEPALCATEPEC,PµTZCUARO - ARIO DE ROSALES,,S,120,1,2,,,25.5,68,42.5,42.5,,,,42.5,
MICH,MORELIA - TEPALCATEPEC,PµTZCUARO - ARIO DE ROSALES,,S,120,1,2,,,68,71.4,,,,,,,Se entreg¢ al  Municipio de Ario de Rosales el 20/Sep/06
MICH,MORELIA - TEPALCATEPEC,PµTZCUARO - ARIO DE ROSALES,,S,120,2,4,,,71.4,72.1,,,,,,,
MICH,MORELIA - TEPALCATEPEC,ARIO DE ROSALES - CUATRO CAMINOS,,S,120,2,4,ARIO DE ROSALES,,72.1,72.5,,,,,,,Ent. Mpio.Ario de Rosales 20/Sep/06
MICH,MORELIA - TEPALCATEPEC,ARIO DE ROSALES - CUATRO CAMINOS,,S,120,2,4,,,72.5,73.2,0.7,,,0.7,,1.4,
MICH,MORELIA - TEPALCATEPEC,ARIO DE ROSALES - CUATRO CAMINOS,,S,120,1,2,,,73.2,81.5,8.3,8.3,,,,8.3,
MICH,MORELIA - TEPALCATEPEC,ARIO DE ROSALES - CUATRO CAMINOS,,S,120,1,2,,,81.5,83.5,,,,,,,Ent. Mpio.Ario de Rosales 20/Sep/06
MICH,MORELIA - TEPALCATEPEC,ARIO DE ROSALES - CUATRO CAMINOS,,S,120,1,2,,,83.5,168.8,85.3,85.3,,,,85.3,
MICH,MORELIA - TEPALCATEPEC,CUATRO CAMINOS - APATZINGAN,,S,120,2,4,,,168.8,197.3,28.5,,,28.5,,57,PPS (Apatzingan-4 Caminos) del 168.6 al 197.3
MICH,MORELIA - TEPALCATEPEC,CUATRO CAMINOS - APATZINGAN,,S,120,2,8,,,197.3,200.3,3,,,,3,12,
MICH,MORELIA - TEPALCATEPEC,CUATRO CAMINOS - APATZINGAN,,S,120,2,4,,,200.3,200.4,0.1,,,0.1,,0.2,
MICH,MORELIA - TEPALCATEPEC,PASO POR APATZINGAN,,S,120,2,4,,APATZINGAN,200.4,203.2,2.8,,,2.8,,5.6,
MICH,MORELIA - TEPALCATEPEC,PASO POR APATZINGAN,,S,120,2,4,,,203.2,204.1,0.9,,,0.9,,1.8,
MICH,MORELIA - TEPALCATEPEC,APATZINGAN - TEPALCATEPEC,,S,120,1,2,,,204.1,233,28.9,28.9,,,,28.9,
MICH,MORELIA - TEPALCATEPEC,APATZINGAN - TEPALCATEPEC,,S,120,2,4,,,233,234,1,,,1,,2,
MICH,MORELIA - TEPALCATEPEC,PASO POR BUENA VISTA,,S,120,2,4,,,234,234.5,0.5,,,0.5,,1,
MICH,MORELIA - TEPALCATEPEC,PASO POR BUENA VISTA,,S,120,1,2,,TEPALCATEPEC,234.5,267.9,33.4,33.4,,,,33.4,
MICH,MORELIA - TEPALCATEPEC,Zicuir†n - Churumuco,,,,,,,,,,,,,,,,Tramo entregado (50.00 km)
MICH,ATLACOMULCO - MORELIA,L÷M. EDOS. MêX./MICH. - MARAVAT÷O,,S,126,1,2,,,31,76.5,45.5,45.5,,,,45.5,
MICH,ATLACOMULCO - MORELIA,L÷M. EDOS. MêX./MICH. - MARAVAT÷O,,S,126,1,2,,,76.5,79,,,,,,,Ent. Mpio. de Maravat°o 31/Mayo/2007
MICH,ATLACOMULCO - MORELIA,MARAVAT÷O - MORELIA,,B,126,1,2,,,80.4,127.7,47.3,47.3,,,,47.3,
MICH,ATLACOMULCO - MORELIA,PAR VIAL QUERENDARO,,B,126,1,2,,,127.7,134.2,6.5,6.5,,,,6.5,
MICH,ATLACOMULCO - MORELIA,PAR VIAL QUERENDARO,,B,126,2,4,,,134.2,135.1,0.9,,,0.9,,1.8,
MICH,ATLACOMULCO - MORELIA,PAR VIAL QUERENDARO,,B,126,1,2,,,135.1,165,29.9,29.9,,,,29.9,
MICH,ATLACOMULCO - MORELIA,PAR VIAL QUERENDARO,,B,126,2,4,,,165,167.8,2.8,,,2.8,,5.6,Se moderniz¢ a 4C el 4/Mayo/2012
MICH,ATLACOMULCO - MORELIA,ENTRADA A MORELIA,,B,126,2,6,,,167.8,169.2,1.4,,,,1.4,4.2,Se moderniz¢ a 6C el 4/Mayo/2012
MICH,ATLACOMULCO - MORELIA,MARAVAT÷O - CONTEPEC,,S,126,1,2,,,0,4,4,4,,,,4,
MICH,ATLACOMULCO - MORELIA,MARAVAT÷O - CONTEPEC,,,,,,,,,,,,,,,,
MICH,ATLACOMULCO - MORELIA,MARAVAT÷O - CONTEPEC,Calles de Maravat°o,S,126,1,2,KM 79.0,,0,1.2,1.2,1.2,,,,1.2,Concreto hidr†ulico
MICH,ATLACOMULCO - MORELIA,MARAVAT÷O - CONTEPEC,Ucareo,,,,,,,,,,,,,,,Tramo entregado (3.00 km)
MICH,ATLACOMULCO - MORELIA,MARAVAT÷O - CONTEPEC,Libramiento de Maravat°o,,,,,,,0,2.3,,,,,,,Entr. Gob. del Edo. el 16/May/95
MICH,TOLUCA - CD. ALTAMIRANO,L÷M. EDOS. GRO./MICH.-L÷M. EDOS. MICH/GRO.,,S,134,1,2,,,201,210.3,9.3,9.3,,,,9.3,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",,B,200,1,2,,,102,108.5,6.5,6.5,,,,6.5,Cortina presa Morelos
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",,B,200,2,4,,,108.5,110.1,1.6,,,1.6,,3.2,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",,B,200,1,2,,,110.1,123.6,13.5,13.5,,,,13.5,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",Libramiento Guacamayas,S,200,2,4,KM 107.80,,0,2.8,2.8,,,2.8,,5.6,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",Acceso a L†zaro C†rdenas,B,200,1,2,KM 110.20,,0,0.1,0.1,0.1,,,,0.1,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",Acceso a L†zaro C†rdenas,B,200,2,4,KM 110.20,,0.1,4,3.9,,,3.9,,7.8,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",Ramal a Sicartsa,B,200,1,2,KM 11.30,,0,9,9,9,,,,9,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA",Pto. Ind. L†zaro C†rdenas,B,200,2,4,KM 2.9 ,,0,1,1,,,1,,2,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA","Entronque La Orilla (""B"")",S,200,2,4,KM 110.00,,0,1.2,1.2,,,1.2,,2.4,
MICH,ZIHUATANEJO - PLAYA AZUL,"L÷M. EDOS. GRO./MICH. - ""T"" LA MIRA","Entronque La Orilla (""A"")",S,200,1,2,KM 110.00,,1.2,1.7,0.5,0.5,,,,0.5,
MICH,PLAYA AZUL - MANZANILLO,T. PLAYA AZUL - L÷M. EDOS. MICH./COL.,,B,200,1,2,T. LA MIRA,LIM.EDOS. MICH./COL.,0,229.6,229.6,229.6,,,,229.6,
MICH,PLAYA AZUL - MANZANILLO,T. PLAYA AZUL - L÷M. EDOS. MICH./COL.,Ramal a Aquila,,,,,,,0,17,,,,,,,Entr. Gob. del Edo.  16/May/95
MICH,PLAYA AZUL - MANZANILLO,T. PLAYA AZUL - L÷M. EDOS. MICH./COL.,El Ranchito,,,,,,,,,,,,,,,Tramo entregado (4.50 km)
MICH,PLAYA AZUL - MANZANILLO,T. PLAYA AZUL - L÷M. EDOS. MICH./COL.,El Ticuiz,,,,,,,,,,,,,,,Tramo entregado (1.50 km)
MICH,PLAYA AZUL - MANZANILLO,T. PLAYA AZUL - L÷M. EDOS. MICH./COL.,Zapot†n,,,,,,,,,,,,,,,Tramo entregado (7.00 km)
MICH,PLAYA AZUL - MANZANILLO,T. PLAYA AZUL - L÷M. EDOS. MICH./COL.,Boca de Apiza,,,,,,,,,,,,,,,Tramo entregado (3.80 km)
MOR,MêXICO - CUERNAVACA,TLALPAN - L÷M. EDOS. D.F./MOR.,,B,95,1,2,MONUMENTO AL CAMINERO,,18.7,19.4,,0.7,,,,0.7,PERTENECE AL D.F.
MOR,MêXICO - CUERNAVACA,TLALPAN - L÷M. EDOS. D.F./MOR.,,B,95,2,4,,,19.4,24.7,,,,5.3,,10.6,PERTENECE AL D.F.
MOR,MêXICO - CUERNAVACA,TLALPAN - L÷M. EDOS. D.F./MOR.,,B,95,1,2,,,24.7,46.64,,21.94,,,,21.94,PERTENECE AL D.F.
MOR,MêXICO - CUERNAVACA,L÷M. EDOS. DF /MOR.-CUERNAVACA,,B,95,1,2,,,46.64,71.34,24.7,24.7,,,,24.7,
MOR,CUERNAVACA - IGUALA,CUERNAVACA-L÷M. EDOS.MOR./GRO.,,B,95,2,4,CUERNAVACA ,,14.8,25,10.2,,,10.2,,20.4,Existe un puente
MOR,CUERNAVACA - IGUALA,CUERNAVACA-L÷M. EDOS.MOR./GRO.,,B,95,1,2,,L÷M. EDOS. MOR./GRO.,25,57.1,32.1,32.1,,,,32.1,
MOR,CUERNAVACA - IGUALA,CUERNAVACA-L÷M. EDOS.MOR./GRO.,Coajomulco,S,95,1,2,KM 57+100,,0,1.8,1.8,1.8,,,,1.8,
MOR,CUERNAVACA - IGUALA,CUERNAVACA-L÷M. EDOS.MOR./GRO.,Cuernavaca-Tepoztl†n,S,95,1,2,,,0,17.2,,,,,,,Entr. Gob. del Edo. el 14/Jun/00
MOR,CUERNAVACA - IGUALA,CUERNAVACA-L÷M. EDOS.MOR./GRO.,Paso Por Chimalcoyotl,S,95,1,2,"MêXICO, D.F.",,0,0.7,,0.7,,,,0.7,PERTENECE AL D.F.
MOR,CUERNAVACA - IGUALA,CUERNAVACA-L÷M. EDOS.MOR./GRO.,Ramal Al Aeropuerto De Cuernavaca,S,95,1,2,AUT.DEL SOL KM 104.8,AEROPUERTO DE CUERNAVACA,0,5.64,5.64,5.64,,,,5.64,
MOR,CUERNAVACA - IGUALA,CUERNAVACA-L÷M. EDOS.MOR./GRO.,Distribuidor Vial Xochitepec (gazas),S,95,1,2,KM 19+520,,19.52,20.493,,2.06,,,,2.06,
MOR,LAGUNAS DE ZEMPOALA,Lagunas de Zempoala,,S,106,1,2,TRES MARIAS,,0,14.5,14.5,14.5,,,,14.5,
MOR,MêXICO - OAXTEPEC,SAN GREGORIO - L÷M. EDOS. DF./MêX.,,S,113,1,2,,,14,33,,19,,,,19,PERTENECE AL D.F.
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. DF./MêX. - L÷M. EDOS. MêX./MOR.,,S,113,1,2,,,33,44.9,,11.9,,,,11.9,PERTENECE AL EDO. DE MêXICO
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,,S,113,1,2,,,44.9,73.6,28.7,28.7,,,,28.7,
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,,S,113,2,4,,,73.6,74,0.4,,,0.4,,0.8,
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,Paso Por San Felipe Neri,S,113,1,2,KM 46+900,,0,1.2,1.2,1.2,,,,1.2,
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,Ramal A Nepopualco,S,113,1,2,KM 53+600,,0,2,2,2,,,,2,
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,Ramal A Tlalnepantla,S,113,1,2,KM 58+700,,0,2,2,2,,,,2,
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,Paso Por Tlayacapan,S,113,1,2,KM 63+100,,0,1.5,1.5,1.5,,,,1.5,
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,Ramal A Juchitepec,S,113,1,2,KM 37+000,,0,6.51,,6.51,,,,6.51,PERTENECE AL EDO. DE MêXICO- Se ajusto  0.51 km
MOR,MêXICO - OAXTEPEC,L÷M. EDOS. MêX./MOR. - OAXTEPEC,Santa Ana Tlacotenco,S,113,1,2,KM 26+000,,0,1,,1,,,,1,PERTENECE AL D.F.
MOR,MêXICO -  CUAUTLA,L÷M. EDOS. MêX/MOR - CUAUTLA,,B,115,1,2,LIM. EDOS. MEX./MOR.,,51.7,53.6,1.9,1.9,,,,1.9,
MOR,MêXICO -  CUAUTLA,L÷M. EDOS. MêX/MOR - CUAUTLA,,B,115,2,4,,,53.6,62.5,8.9,,,8.9,,17.8,
MOR,MêXICO -  CUAUTLA,L÷M. EDOS. MêX/MOR - CUAUTLA,,B,115,2,4,,CUAUTLA,62.5,69,6.5,,,6.5,,13,
MOR,MêXICO -  CUAUTLA,L÷M. EDOS. MêX/MOR - CUAUTLA,Libramiento de Cuautla,C,115,2,4,STA. BµRBARA IZUC. DE MAT. KM 68.0,,0,7.1,7.1,,,7.1,,14.2,Se moderniz¢ a 4C El 18/Ene/05
MOR,MêXICO -  CUAUTLA,L÷M. EDOS. MêX/MOR - CUAUTLA,Dist. Vial Morelos (gaza),B,115,1,2,E.C. LIBRAMIENTO CUAUTLA,LIM. EDOS. MOR./PUE.,68.5,68.8,,1.08,,,,1.08,
MOR,MêXICO -  CUAUTLA,L÷M. EDOS. MêX/MOR - CUAUTLA,Dist. Vial San Jose (gaza),C,115,1,2,E.C. LIBRAMIENTO CUAUTLA,LIM. EDOS. MOR./PUE.,7.1,7.25,,1.61,,,,1.61,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUERNAVACA - CUAUTLIXCO,,B,160,2,4,CUERNAVACA, ,17,30.3,13.3,,,13.3,,26.6,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUERNAVACA - CUAUTLIXCO,,B,160,1,2,,YAUTEPEC (24),30.3,30.8,0.5,0.5,,,,0.5,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUERNAVACA - CUAUTLIXCO,,B,160,2,4,COCOYOC (36),,30.8,40.8,10,,,10,,20,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUAUTLA - L÷M. EDOS. MOR/PUE.,,C,160,2,4,,,77.1,98.68,21.58,,,21.58,,43.16,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUAUTLA - L÷M. EDOS. MOR/PUE.,,C,160,1,2,,,98.68,103,4.32,4.32,,,,4.32,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUAUTLA - L÷M. EDOS. MOR/PUE.,Cuautla-Lim. Edos. Mor./Pue. (gazas),C,160,2,4,E.C. LIBRAMIENTO CUAUTLA,LIM. EDOS. MOR./PUE.,86,88.14,,2.13,,,,4.26,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUAUTLA - L÷M. EDOS. MOR/PUE.,Dist. Vial Amayuca I (gaza),C,160,1,2,E.C. LIBRAMIENTO CUAUTLA,LIM. EDOS. MOR./PUE.,92.86,93.98,,2.13,,,,2.3,
MOR,CUERNAVACA - IZÈCAR DE MATAMOROS,CUAUTLA - L÷M. EDOS. MOR/PUE.,Dict. Vial Tlayecac (gaza),C,160,1,2,E.C. LIBRAMIENTO CUAUTLA,LIM. EDOS. MOR./PUE.,84.11,84.26,,0.18,,,,0.33,
MOR,ALPUYECA - GRUTAS DE CACAHUAMILPA,ALPUYECA-GRUTAS DE CACAHUAMILPA,,S,166,1,2,,,0,8.15,8.15,8.15,,,,8.15,Alpuy. - L°m.Edos.Mor./Gro.
MOR,ALPUYECA - GRUTAS DE CACAHUAMILPA,ALPUYECA-GRUTAS DE CACAHUAMILPA,,S,166,2,4,,,8.15,15.1,6.95,,,6.95,,13.9,Se moderniz¢ a 4C 
MOR,ALPUYECA - GRUTAS DE CACAHUAMILPA,ALPUYECA-GRUTAS DE CACAHUAMILPA,,S,166,1,2,,,15.1,16,0.9,0.9,,,,0.9,
MOR,ALPUYECA - GRUTAS DE CACAHUAMILPA,ALPUYECA-GRUTAS DE CACAHUAMILPA,,S,166,2,4,,,16,18.6,2.6,,,2.6,,5.2,Se moderniz¢ a 4C 
MOR,ALPUYECA - GRUTAS DE CACAHUAMILPA,ALPUYECA-GRUTAS DE CACAHUAMILPA,,S,166,1,2,,,18.6,42.4,23.8,23.8,,,,23.8,
MOR,ALPUYECA - GRUTAS DE CACAHUAMILPA,ALPUYECA-GRUTAS DE CACAHUAMILPA,Michapa - Puente de Ixtla,S,166,1,2,,,0,16.7,16.7,16.7,,,,16.7,
MOR,PICACHOS - VALLE ALEGRE,PICACHOS - VALLE ALEGRE,,S,S/N,2,4,D.F. (PTE. DE PERIFêRICO),,0,5.5,,,,,,,PERTENECE AL D.F.
MOR,PICACHOS - VALLE ALEGRE,PICACHOS - VALLE ALEGRE,,S,S/N,1,2,,,5.5,14,,,,,,,
MOR,PICACHOS - VALLE ALEGRE,CIRCUITO AJUSCO,,S,S/N,1,2,D.F. (CTO. AZTECAS),,14,41,,,,,,,PERTENECE AL D.F.
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,,B,15,1,2,,,123,217.12,94.12,94.12,,,,94.12,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,,B,15,2,4,,,217.12,217.92,0.8,,,0.8,,1.6,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,,B,15,2,8,,,217.92,222.32,4.4,,,,4.4,17.6,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Ramal a Laguna de Santa Mar°a del Oro,S,15,1,2,KM 194.31,,0,20.1,20.1,20.1,,,,20.1,Del km 20.1 al 20.8 empedrado
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Libramiento Oriente de Tepic,S,15,2,4,KM 219.20,,0,1.7,1.7,,,1.7,,3.4,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,,S,15,1,2,KM 219.20,,1.7,17.08,15.38,15.38,,,,15.38,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Ramal de Tequepexpan (Chapalilla),S,15,1,2,KM 174+900,AUTOP. GUAD.-TEPIC,0,9.38,9.38,9.38,,,,9.38,Ent. por Banobras el 10/Ene/2012
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Corredor Tepic-Aguamilpa,S,15,1,2,KM 17.03,,0,36.46,36.46,36.46,,,,36.46,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Nuevo Aeropuerto de Tepic,B,15,1,2,KM 214.99,,0,5.2,5.2,5.2,,,,5.2,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Camichin de Jauja,S,15,1,2,KM 218.00,,0,3.785,3.785,3.785,,,,3.785,
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Aeropuerto de Tepic,S,15,1,2,KM 222.84,,0,0.8,,,,,,,Se ubica dentro de la Cd. (Oct./03)
NAY,GUADALAJARA - TEPIC,L÷M. EDOS. JAL./NAY. - TEPIC,Francisco I. Madero,S,15,1,2,KM 225.79,,6.3,13.2,6.9,6.9,,,,6.9,
NAY,TEPIC - MAZATLµN,TEPIC - T. SAN BLAS,,B,15,2,8,,,1.55,2.7,,,,,,,A cargo del municipio
NAY,TEPIC - MAZATLµN,TEPIC - T. SAN BLAS,,B,15,2,8,,,2.7,3.7,,,,,,,Autopista
NAY,TEPIC - MAZATLµN,TEPIC - T. SAN BLAS,,B,15,1,2,TEPIC,T. SAN BLAS,3.7,29,25.3,25.3,,,,25.3,
NAY,TEPIC - MAZATLµN,TEPIC - T. SAN BLAS,,B,15,2,4,,,29,33.137,,,,,,,Autopista
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,,C,15,1,2,T. SAN BLAS,L÷M. EDOS. NAY./SIN.,33.137,144.6,111.463,111.463,,,,111.463,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Santa Cruz-San Blas,S,15,1,2,KM 33.20, ,0,19.14,19.14,19.14,,,,19.14,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Mecat†n,S,15,1,2,KM 23.10,MECATµN,0,8.7,8.7,8.7,,,,8.7,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Jumat†n,S,15,1,2,KM 28.20,JUMATµN,0,4.7,,,,,,,Terraceria (en desuso)
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Estaci¢n Nanchi,S,15,1,2,KM 48.20,EST. NANCHI,0,5.5,5.5,5.5,,,,5.5,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Cerritos,S,15,1,2,KM 15.60,CERRITOS,0,0.5,,,,,,,Camino revestido
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Botadero,S,15,1,2,KM 18.34,BOTADERO,0,0.8,0.8,0.8,,,,0.8,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Puerta de Mangos,S,15,1,2,KM 24.91,PTA. DE MANGOS,0,1,1,1,,,,1,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Villa Ju†rez,S,15,1,2,KM 30.73,VILLA JUµREZ,0,0.8,0.8,0.8,,,,0.8,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Playa de los Corchos,S,15,1,2,KM 33.13,P. LOS CORCHOS,0,1,1,1,,,,1,Del km 1.0 al 1.7 es empedrado y dentro de poblaci¢n
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Pueblo Nuevo,S,15,1,2,KM 3.00,PUEBLO NUEVO,0,2.1,2.1,2.1,,,,2.1,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Gavil†n Grande,S,15,1,2,KM 3.50,GAV. GRANDE,0,1.5,1.5,1.5,,,,1.5,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Gavil†n Chico,S,15,1,2,KM 6.60,GAV. CHICO,0,1,,,,,,,Camino revestido
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Campo los Limones,S,15,1,2,KM 8.60,C. LOS LIMONES,0,7.5,,,,,,,Camino revestido
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,El Lim¢n,S,15,1,2,KM 10.43,EL LIM‡N,0,5.3,,,,,,,Camino revestido
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Novillero (gazas),S,15,1,2,KM 136.11,NOVILLERO,,,,,,,,,No esta en Red Federal
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Atotonilco,S,15,1,2,KM 16.16,ATOTONILCO,0,1.1,,,,,,,Camino revestido
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Pajaritos,S,15,1,2,KM 20.06,PAJARITOS,0,6.1,6.1,6.1,,,,6.1,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,R°o Viejo,S,15,1,2,KM 21.36,R÷O VIEJO,0,0.7,,,,,,,Camino revestido
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Quimichis,S,15,1,2,KM 23.52,QUIMICHIS,0,4.1,4.1,4.1,,,,4.1,
NAY,TEPIC - MAZATLµN,T. SAN BLAS - LIM. EDOS. NAY./SIN.,Acaponeta,S,15,2,4,KM 136.60,ACAPONETA,0,1.9,1.9,,,1.9,,3.8,
NAY,FRESNILLO - ESTACI‡N RUIZ,,Ramal a Estaci¢n Ru°z,S,44,1,2,KM 66.30,EST. RU÷Z,0,4.5,4.5,4.5,,,,4.5,
NAY,FRESNILLO - ESTACI‡N RUIZ,,Ramal a Estaci¢n Ru°z,S,44,2,4,KM 66.30,EST. RU÷Z,4.5,5.5,1,,,1,,2,
NAY,FRESNILLO - ESTACI‡N RUIZ,,Tuxpan,S,44,1,2,KM 70.00,,0,7.6,7.6,7.6,,,,7.6,
NAY,FRESNILLO - ESTACI‡N RUIZ,,Tuxpan,S,44,2,4,,TUXPAN,7.6,8.6,1,,,1,,2,
NAY,TECUALA - NOVILLERO,Tecuala - Novillero,,S,68,1,2,KM 136.10,TECUALA,0,12.4,12.4,12.4,,,,12.4,
NAY,TECUALA - NOVILLERO,Tecuala - Novillero,,S,68,1,2,KM 136.10,NOVILLERO,14.36,37.3,22.94,22.94,,,,22.94,
