EDO,CARRETERA,TRAMO,RAMAL,TIPO DE RED,RUTA,CUERPOS,CARRILES,ORIGEN,DESTINO,km INICIAL,km FINAL,EFECTIVA,2 CARRILES,3 CARRILES,4 CARRILES,MAS DE 4 CARRILES,EQUIVALENTE,OBSERVACIONES
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Entronque Altamira V (desarrollo),S,80,1,2,KM  20+500,,,,,,,,,,Ent. Mpio de Altamira 06/Nov/06
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Ramal a Tancol,S,80,1,2,KM 8+300,,0,2,,,,,,,A cargo del Mpio de Tampico
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Entronque Manuel 1 (gazas),C,80,1,2,74+700 CARR. TAMPICO-MANTE,,0,2.06,,2.06,,,,2.06,
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Entronque Manuel 2 Aldama (gazas),C,80,1,2,2+600 CARR. MANUEL-LA COMA,,0,3.6,,3.6,,,,3.6,
TAMPS,TAMPICO - CD. MANTE,ESTACI‡N GONZµLEZ - CD. MANTE,Entronque Gonz†lez (gazas),C,80,1,2,2+400 CARR. GLZ.-LLERA,,0,2.66,,2.66,,,,2.66,
TAMPS,ENTR. HUIZACHE - ANTIGUO MORELOS,L÷M. EDOS. S.L.P./TAMPS. - ANTIGUO MORELOS,,S,80,1,2,,,173,198.9,25.9,25.9,,,,25.9,
TAMPS,EST. GONZµLEZ - LLERA DE CANALES,ESTACI‡N GONZµLEZ - ZARAGOZA,,C,81,1,2,,,0,60,60,60,,,,60,
TAMPS,EST. GONZµLEZ - LLERA DE CANALES,ZARAGOZA - ENTR. LLERA DE CANALES,,S,81,1,2,,,60,88.6,28.6,28.6,,,,28.6,
TAMPS,SAN JOSê DE LAS RUSIAS - R. TEPEHUAJES,San JosÇ de las Rusias-Tepehuajes ,,S,82,1,2,KM 116.5,TEPEHUAJES,0,32.2,32.2,32.2,,,,32.2,
TAMPS,ZARAGOZA - LIBRAMIENTO DE CD. VICTORIA,ZARAGOZA - SAN FRANCISCO,,C,83,1,2,KM 60.0 (GLZ.-LLERA),KM 14.0 (VICT. - S.L.M.),0,25,25,25,,,,25,
TAMPS,ZARAGOZA - LIBRAMIENTO DE CD. VICTORIA,SAN FRANCISCO - ENTR. CD. VICTORIA,,C,83,1,2,,,25,63.3,38.3,38.3,,,,38.3,
TAMPS,ZARAGOZA - LIBRAMIENTO DE CD. VICTORIA,SAN FRANCISCO - ENTR. CD. VICTORIA,Zaragoza - San Francisco (gaza),C,83,1,2,,,25,25.97,,0.97,,,,0.97,
TAMPS,ZARAGOZA - LIBRAMIENTO DE CD. VICTORIA,SAN FRANCISCO - ENTR. CD. VICTORIA,San Francisco - Entr. Cd. Victoria  (gaza),C,83,1,2,,,0,4.5,,4.5,,,,4.5,Recibido el 15/may/00 de DGCF
TAMPS,ZARAGOZA - LIBRAMIENTO DE CD. VICTORIA,SAN FRANCISCO - ENTR. CD. VICTORIA,Desarrollo Entronque (Victoria-Monterrey),B,83,1,2,,,,,,,,,,,Recibido 18/jul/03 de DGCF
TAMPS,ZARAGOZA - LIBRAMIENTO DE CD. VICTORIA,SAN FRANCISCO - ENTR. CD. VICTORIA,Libramiento de Cd. Victoria,C,83,1,2,KM 14.0 (VICT. - S.L.M.),KM 14.5(VICT-MAT.),63.3,92.65,29.35,29.35,,,,29.35,Se recibe (79.14 al 92.65) y gazas de entronque
TAMPS,ZARAGOZA - LIBRAMIENTO DE CD. VICTORIA,SAN FRANCISCO - ENTR. CD. VICTORIA,Libramiento de Cd. Victoria (gaza),C,83,1,2,,,,,,3.4,,,,3.4,
TAMPS,,,,C,83,1,2,,,,,,3.8,,,,3.8,
TAMPS,CD. VALLES - CD.VICTORIA,L÷M. EDOS. S.L.P./ TAMPS. - CD. MANTE,,S,85,1,2,,,50.4,93.9,43.5,43.5,,,,43.5,
TAMPS,CD. VALLES - CD.VICTORIA,CD. MANTE - LLERA DE CANALES,,S,85,1,2,,,96.6,170.1,73.5,73.5,,,,73.5,
TAMPS,CD. VALLES - CD.VICTORIA,LLERA DE CANALES - CD. VICTORIA,,S,85,1,2,CD.VALLES ,CD.VICTORIA,170.1,226.9,56.8,56.8,,,,56.8,
TAMPS,CD. VALLES - CD.VICTORIA,LLERA DE CANALES - CD. VICTORIA,Acceso a Llera de Canales,S,85,1,2,KM 170.6,LLERA DE C.,0,1,,,,,,,Entr. Mpio. Llera de Canales 21/feb/08
TAMPS,CD. VICTORIA - MONTERREY,CD.VICTORIA - KM 24+900,,B,85,1,2,,,3.9,24.9,21,21,,,,21,
TAMPS,CD. VICTORIA - MONTERREY,KM 24+900 - L÷M.EDOS. TAMPS./N.L.,,C,85,1,2,,,24.9,38.4,13.5,13.5,,,,13.5,
TAMPS,CD. VICTORIA - MONTERREY,KM 24+900 - L÷M.EDOS. TAMPS./N.L.,,C,85,1,2,,,38.4,40,,,,,,,Ent. Mpio. 20/oct/05
TAMPS,CD. VICTORIA - MONTERREY,KM 24+900 - L÷M.EDOS. TAMPS./N.L.,,C,85,1,2,,,40,76.5,36.5,36.5,,,,36.5,
TAMPS,CD. VICTORIA - MONTERREY,KM 24+900 - L÷M.EDOS. TAMPS./N.L.,,C,85,1,2,,,76.5,78.5,,,,,,,Ent. Mpio. de Hidalgo el 16/jul/2008
TAMPS,CD. VICTORIA - MONTERREY,KM 24+900 - L÷M.EDOS. TAMPS./N.L.,,C,85,1,2,,,78.5,126.2,47.7,47.7,,,,47.7,
TAMPS,CD. VICTORIA - MONTERREY,KM 24+900 - L÷M.EDOS. TAMPS./N.L.,Ramal a El Carmen,S,85,1,2,KM 37.7,EL CARMEN,0,1,,,,,,,Entregado al Municipio el 2/jun/10
TAMPS,MONTERREY - NVO. LAREDO,L÷M. EDOS. N.L./TAMPS. - NVO.LAREDO ,,C,85,A,2,,,173.78,193.7,18.91,18.91,,,,18.91,
TAMPS,MONTERREY - NVO. LAREDO,L÷M. EDOS. N.L./TAMPS. - NVO.LAREDO ,,C,85,B,2,CPO. B,,184.6,202.5,,18.91,,,,18.91,
TAMPS,MONTERREY - NVO. LAREDO,L÷M. EDOS. N.L./TAMPS. - NVO.LAREDO ,,C,85,"A,B",4,,,202.5,214,11.5,,,11.5,,23,
TAMPS,MONTERREY - NVO. LAREDO,Aeropuerto de Nuevo Laredo,,,,,,,,0,4.7,,,,,,,Entr. Por Convenio el 31/Mar/97
TAMPS,MONTERREY - NVO. LAREDO,Libramiento de Nuevo Laredo I,,,,,,,,0,8,,,,,,,Entr. Por Convenio el 31/Mar/97
TAMPS,MONTERREY - NVO. LAREDO,Libramiento de Nuevo Laredo II,,B,85,1,2,KM 205+900,,0,32.2,32.2,32.2,,,,32.2,
TAMPS,SAN FERNANDO - REYNOSA,T. LAS URRACAS - TEJ‡N -REYNOSA ,,B,97,1,2,,,0,110,110,110,,,,110,
TAMPS,SAN FERNANDO - REYNOSA,T. LAS URRACAS - TEJ‡N -REYNOSA ,,B,97,1,2,,,110,115.1,,,,,,,Entr. Mpio. Reynosa el 9/Mayo/07
TAMPS,T. TULA - CD. VICTORIA,L÷M EDOS. S.L.P./TAMPS. - CD. VICTORIA,,S,101,1,2,,,2.4,173.4,171,171,,,,171,
TAMPS,T. TULA - CD. VICTORIA,Paso por Tula,,S,101,1,2,KM 41.3,,0,4.5,4.5,4.5,,,,4.5,
TAMPS,T. TULA - CD. VICTORIA,Paso por Jaumave,,S,101,1,2,KM 112.7,,0,0.8,0.8,0.8,,,,0.8,
TAMPS,CD. VICTORIA - LA COMA,CD.VICTORIA - GUEMEZ,,B,101,1,4,,,4.5,8,3.5,,,3.5,,7,
TAMPS,CD. VICTORIA - LA COMA,CD.VICTORIA - GUEMEZ,,B,101,1,2,,,8,14,6,6,,,,6,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,14,28,14,14,,,,14,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,4,,,28,29.3,1.3,,,1.3,,2.6,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,29.3,33,3.7,3.7,,,,3.7,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,4,,,33,34,1,,,1,,2,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,34,36.1,2.1,2.1,,,,2.1,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,4,,,36.1,42.5,6.4,,,6.4,,12.8,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,42.5,45.3,2.8,2.8,,,,2.8,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,45.3,47,,,,,,,Ent. Mpio. 20/oct/05
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,47,50.5,3.5,3.5,,,,3.5,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,2,4,,,50.5,61,10.5,,,10.5,,21,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,CD.VICTORIA,MATAMOROS,61,64.4,3.4,3.4,,,,3.4,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,4,,,64.4,78.3,13.9,,,13.9,,27.8,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,78.3,84.2,5.9,5.9,,,,5.9,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,4,,,84.2,87.3,3.1,,,3.1,,6.2,
TAMPS,CD. VICTORIA - LA COMA,GUEMEZ - T. LIB. DE SANTANDER DE JIMêNEZ,,C,101,1,2,,,87.3,95,7.7,7.7,,,,7.7,
TAMPS,CD. VICTORIA - LA COMA,PASO POR SANTANDER DE JIMêNEZ,,S,101,1,2,PASO POR SANTANDER DE JIMêNEZ,,97.3,99.7,2.4,2.4,,,,2.4,
TAMPS,CD. VICTORIA - LA COMA,T. LIB. DE SANTANDER DE JIMêNEZ - LA COMA,,C,101,1,2,T. LIB. DE SANTANDER,,99.7,103.9,4.2,4.2,,,,4.2,
TAMPS,CD. VICTORIA - LA COMA,T. LIB. DE SANTANDER DE JIMêNEZ - LA COMA,,C,101,1,4,,,103.9,105,1.1,,,1.1,,2.2,
TAMPS,CD. VICTORIA - LA COMA,T. LIB. DE SANTANDER DE JIMêNEZ - LA COMA,,C,101,1,2,,,105,126.5,21.5,21.5,,,,21.5,
TAMPS,CD. VICTORIA - LA COMA,T. LIB. DE SANTANDER DE JIMêNEZ - LA COMA,,C,101,1,4,,LA COMA,126.5,128,1.5,,,1.5,,3,
TAMPS,CD. VICTORIA - LA COMA,T. LIB. DE SANTANDER DE JIMêNEZ - LA COMA,Libramiento de Santander de JimÇnez,C,101,1,2,KM 95.0,KM 99.7,0,4.7,4.7,4.7,,,,4.7,
TAMPS,LA COMA - MATAMOROS,LA COMA - T. LIB. DE SAN FERNANDO,,C,101,1,4,LA COMA,,128,136.5,8.5,,,8.5,,17,
TAMPS,LA COMA - MATAMOROS,LA COMA - T. LIB. DE SAN FERNANDO,,C,101,1,2,,,136.5,139,2.5,2.5,,,,2.5,
TAMPS,LA COMA - MATAMOROS,LA COMA - T. LIB. DE SAN FERNANDO,,C,101,1,4,,,139,142.1,3.1,,,3.1,,6.2,
TAMPS,LA COMA - MATAMOROS,LA COMA - T. LIB. DE SAN FERNANDO,,C,101,1,2,,,142.1,147.5,5.4,5.4,,,,5.4,
TAMPS,LA COMA - MATAMOROS,LA COMA - T. LIB. DE SAN FERNANDO,,C,101,1,4,,,147.5,150.2,2.7,,,2.7,,5.4,
TAMPS,LA COMA - MATAMOROS,LA COMA - T. LIB. DE SAN FERNANDO,,C,101,1,2,,,150.2,152,1.8,1.8,,,,1.8,
TAMPS,LA COMA - MATAMOROS,LA COMA - SAN FERNANDO,,C,101,1,4,,,152,155,3,,,3,,6,
TAMPS,LA COMA - MATAMOROS,LA COMA - SAN FERNANDO,,C,101,1,2,,,155,158.1,3.1,3.1,,,,3.1,
TAMPS,LA COMA - MATAMOROS,LA COMA - SAN FERNANDO,,C,101,2,4,,,158.1,159,0.9,,,0.9,,1.8,
TAMPS,LA COMA - MATAMOROS,LA COMA - SAN FERNANDO,,C,101,1,2,,T. LIB. SAN FERNANDO,159,164,5,5,,,,5,
TAMPS,LA COMA - MATAMOROS,PASO POR SAN FERNANDO,,S,101,1,2,PASO POR ,,164,175.5,11.5,11.5,,,,11.5,
TAMPS,LA COMA - MATAMOROS,PASO POR SAN FERNANDO,,S,101,1,2,,SAN FERNANDO,177.5,187.2,9.7,9.7,,,,9.7,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN FERNANDO-T. LIB. DE FCO. VILLA,,C,101,1,4,T. LIB. SAN FERNANDO,,187.2,190.9,3.7,,,3.7,,7.4,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN FERNANDO-T. LIB. DE FCO. VILLA,,C,101,1,2,,T. LIB. FCO. VILLA,190.9,193.8,2.9,2.9,,,,2.9,
TAMPS,LA COMA - MATAMOROS,PASO POR FRANCISCO VILLA,,S,101,1,2,,,193.8,199.5,5.7,5.7,,,,5.7,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE FCO. VILLA-T. LIB. DE SAN GERMµN,,C,101,1,2,T. LIB. FCO. VILLA,,199.5,201.3,1.8,1.8,,,,1.8,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE FCO. VILLA-T. LIB. DE SAN GERMµN,,C,101,1,4,,,201.3,202,0.7,,,0.7,,1.4,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE FCO. VILLA-T. LIB. DE SAN GERMµN,,C,101,1,2,,SAN GERMµN,202,222.6,20.6,20.6,,,,20.6,
TAMPS,LA COMA - MATAMOROS,PASO POR SAN GERMµN,,S,101,1,2,,,222.6,226.1,3.5,3.5,,,,3.5,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,,C,101,1,2,T. LIB. SAN GERMµN,,226.1,253.9,27.8,27.8,,,,27.8,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,,C,101,1,4,,,253.9,254.4,0.5,,,0.5,,1,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,,C,101,1,2,,,254.4,300,45.6,45.6,,,,45.6,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,,C,101,1,4,,,300,307.5,7.5,,,7.5,,15,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,,C,101,1,6,,MATAMOROS,307.5,309.9,2.4,,,,2.4,7.2,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,Libramiento de San Fernando,C,101,1,2,KM 164.0,KM 187.2,0,27,27,27,,,,27,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,Libramiento de Francisco Villa,C,101,1,2,KM 193.8,KM 199.5,0,7,7,7,,,,7,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,Libramiento de San Germ†n,C,101,1,2,KM 222.6,KM 226.1,0,4.5,4.5,4.5,,,,4.5,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,Acc. Sur Presa Vicente Guerrero,S,101,1,2,KM 34.0,P.VICENTE GUERRERO,0,17,17,17,,,,17,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,Acc. Nte. Presa Vicente Guerrero,S,101,1,2,KM 80.0,P.VICENTE GUERRERO,0,14,14,14,,,,14,
TAMPS,LA COMA - MATAMOROS,T. LIB. DE SAN GERMµN - MATAMOROS,Aeropuerto de Matamoros,B,101,1,2,KM 301.0,AEROPUERTO,0,0.5,0.5,0.5,,,,0.5,
TAMPS,SANTANDER DE JIMêNEZ - ABASOLO,Santander de JimÇnez - Abasolo,,S,107,1,2,KM 95.5,ABASOLO,0,20.5,20.5,20.5,,,,20.5,
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,,B,180,1,2,,,0,33,33,33,,,,33,
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,,B,180,1,2,,,33,36,,,,,,,Entr. Mpio. de Aldama 30/Jun/06
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,,B,180,1,2,,,37,39.5,,,,,,,Entr. Mpio. de Aldama 30/Jun/06
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,,B,180,1,2,T. SOTO LA MARINA (KM 145),,39.5,148,108.5,108.5,,,,108.5,
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,,B,180,1,2,,,148,151,,,,,,,Entr. Mpio. Solo La Marina el 8/may/08
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,,B,180,1,2,,,151,232.5,81.5,81.5,,,,81.5,
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,Entr. Soto La Marina,S,180,1,2,KM 145.0,,0,0.1,,,,,,,Entregado al Municipio de Soto La Marina el 08/may/08
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,"""Y"" Soto La Marina (gaza)",S,180,1,2,KM 150.0,SOTO LA MARINA,0,0.2,,,,,,,
TAMPS,EST. MANUEL - LA COMA,EST. MANUEL- LA COMA,"""Y"" La Pesca (gaza)",S,180,1,2,KM 150.0,LA PESCA,0,0.1,,,,,,,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,,B,117,A,2,,,2.8,21.45,18.65,18.65,,,,18.65,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,,S,117,A,2,,,21.45,23.5,2.05,2.05,,,,2.05,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,,S,117,"A,B",4,,TLAXCALA,23.5,24.6,1.1,,,1.1,,2.2,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,,S,117,A,2,,,24.6,24.75,0.15,0.15,,,,0.15,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,Entr. TrÇboles (gaza),B,117,,2,TRêBOLES,T  TRêBOLES GAZA,0,0.5,,0.5,,,,0.5,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,Sta. Justina - Sta. Ines,S,117,,2,KM 11.3  (STA. JUSTINA),STA. INES,0,4,4,4,,,,4,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,Panotla,S,117,,2,KM 19.3,PANOTLA,0,1.7,1.7,1.7,,,,1.7,
TLAX,SAN MARTIN TEXMELUCAN - TLAXCALA   ,L÷M. EDOS. PUE./TLAX. - TLAXCALA  ,Paso por Casa de la Cultura,S,117,,2,KM 23.5,CASA DE LA CULTURA,0,1.5,1.5,1.5,,,,1.5,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,SAN MARTIN TEXMELUCAN - OCOTOXCO,,B,117,,2,,,0,2.4,,,,,,,Ent. Mpio 22/Abr/08
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,SAN MARTIN TEXMELUCAN - OCOTOXCO,,B,117,,2,,,2.4,3.2,,0.8,,,,0.8,PERTENECE A PUEBLA
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,Libramiento Tlaxcala,,B,117,,4,KM 23.0 DEL TRAMO,,0,5.3,5.3,,,5.3,,10.6,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,Libramiento Tlaxcala,,B,117,,4,,PUEBLA - SANTA ANA - APIZACO,5.3,11.02,5.72,,,5.72,,11.44,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,,B,117,A,2,,,28.6,35,6.4,6.4,,,,6.4,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,,B,117,B,2,,,28.6,35,,6.4,,,,6.4,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,Dist. Pte. Hospitales (gaza),B,117,,2,,,0,0.71,,1.34,,,,1.34,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,Dist. Pte. Atlihuetzia (gaza),B,117,,2,,,0,0.49,,1.1,,,,1.1,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,Ixtacuixtla,S,117,,2,KM 8.8,IXTACUIXTLA,0,1.7,1.7,1.7,,,,1.7,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,Los TrÇboles - Tlaxcala,S,117,,2,KM 22.8,TLAXCALA,0,1.7,1.7,1.7,,,,1.7,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,Tepehitec,S,117,A,2,KM 1.0 DEL RAMAL,TEPEHITEC,0,2.3,2.3,2.3,,,,2.3,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,Tepehitec,S,117,B,2,KM 1.0 DEL RAMAL,TEPEHITEC,0,0.4,,0.4,,,,0.4,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,San Esteban Tizatl†n,S,117,,2,KM 26.1 DE LA CARRETERA,SN ESTEBAN TIZATLAN,0,0.5,0.5,0.5,,,,0.5,
TLAX,SAN MARTIN TEXMELUCAN - APIZACO,TLAXCALA - OCOTOXCO ,Paso por Atlihuetzia,S,117,,2,KM 31.0 DE LA CARRETERA,ATLIHUETZIA,0,3.8,3.8,3.8,,,,3.8,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,,4,L÷M. EDOS. PUE./TLAX.,,11.8,17.5,5.7,,,5.7,,11.4,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,,2,,,17.5,22.63,,,,,,,Ent. Mpio. Zacatelco 13/Dic/05
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,,4,,,22.63,30.3,7.67,,,7.67,,15.34,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,,4,,,30.3,32.1,1.8,,,1.8,,3.6,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,,2,,TLAXCALA,32.1,33.3,1.2,1.2,,,,1.2,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Total,,,,,,,,,16.37,,,,,31.54,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,,,,,,,,,,,,,,,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Papalotla,S,119,,2,KM 14.0 DE LA CARRETERA,PAPALOTLA,0,2.7,2.7,2.7,,,,2.7,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,El Valor,S,119,,2,KM 14.0 DE LA CARRETERA,EL VALOR,0,1,1,1,,,,1,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Guardia - Ayometla,S,119,,2,KM 18.0 DE LA CARRETERA, ,0,0.68,,,,,,,Ent. Mpio. Zacatelco 13/Dic/05
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,,2,, AYOMETLA,0.68,2.3,1.62,1.62,,,,1.62,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Circuito Turistico Zacatelco,S,119,,2,KM 18.0 DE LA CARRETERA,CTO TURISTICO ZACATELCO,0,4.3,,,,,,,Ent. Mpio. Zacatelco 13/Dic/05
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Axocomanitla,S,119,,2,KM 22.5 DE LA CARRETERA,AXOCOMANITLA,0,1.1,1.1,1.1,,,,1.1,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Tetlatlahuca - Pasteurizadora,S,119,,2,KM 6.5 DEL RAMAL,PASTEURIZADORA,0,1,1,1,,,,1,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Tetlatlahuca -Sta Ana Chiautempan,S,119,,2,KM 8.1 DEL RAMAL,STA ANA CHIAUTEMPAN,0,16,16,16,,,,16,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Metepec,S,119,,2,KM 9.2 DEL SUBRAMAL,METEPEC,0,1,1,1,,,,1,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,San Lucas,S,119,,2,KM 9.8 DEL SUBRAMAL,SN LUCAS,0,3,3,3,,,,3,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Sta. Ana Teacalco-El Salado I,S,119,A,2,KM 8.7 DEL RAMAL,,0,1,1,1,,,,1,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,B,2,,EL SALADO I,0,0.3,,0.3,,,,0.3,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Sta. Apolonia - El Salado III,S,119,,2,KM 8.7 DEL RAMAL,EL SALADO III ,9.1,11.8,2.7,2.7,,,,2.7,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,,S,119,,4,,,11.8,12.5,0.7,,,0.7,,1.4,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Cacaxtla,S,119,,2,KM 12.1 DEL RAMAL,CACAXTLA,0,2.6,2.6,2.6,,,,2.6,
TLAX,PUEBLA - TLAXCALA  ,L÷M. EDOS. PUE./TLAX. - TLAXCALA,Paso por Tenanyecac,S,119,,2,KM 14.6 DEL RAMAL,TENANYECAC,0,3.16,3.16,3.16,,,,3.16,
